song_id,artist_name,title,tempo,key,mode,time_signature,loudness,duration
SOLKIQV12AC3DF5531,Sugar Minott,Mash Up Mi Life,156.972,0,1,4,-10.475,258.01098
SOKEOPP12AB017F799,Paul Brown,Old Friends,122.623,7,0,3,-9.433,243.90485
SOZYUKG12A6D4FB64F,Lloyd Banks,South Side Story,85.366,1,1,4,-2.844,250.74893
SOINLVO12A67020D31,Marvin Sapp,In His Presence (LP Version),100.081,8,1,4,-6.677,263.65342
SOPXKFG12A58A78D97,Sister Hazel,Space Between Us (Album Version),127.707,7,1,4,-8.311,303.98649
SOWJACU12AB018648C,Mighty Diamonds,Drifting Away,146.02,7,1,4,-8.815,224.54812
SOWDYUR12A8AE481CB,Terror Fabulous,Position,94.958,8,1,4,-11.71,191.73832
SOUIAWC12AB018810E,Eddie Henderson,Beyond Forever (2004 Digital Remaster),98.436,2,1,5,-8.4,277.57669
SOBGEIG12A6D4F6635,Kartik Seshadri,Raga Anandi Kalyan (Alap_ jor and jhala),88.329,1,1,3,-23.684,1519.28118
SOIXCFZ12A8AE462F5,Modeselektor,Tetrispack,205.972,2,1,4,-8.788,256.31302
SOIMQSC12A8C1344C4,Charlie Rich,Nice 'N' Easy,119.963,0,1,1,-11.537,184.65914
SOBEQOL12A8C140489,Kris Kristofferson,Darby's Castle,74.665,2,1,3,-19.991,232.64608
SODFEAT12A8C139306,Bad Religion,Doing Time (Album Version),121.805,9,0,4,-5.098,180.81914
SOPDNNC12AB018A801,Saarbrücken Radio Symphony Orchestra,Phase (1972),59.478,5,1,5,-24.986,827.66322
SOMLDOS12AB0181FBD,Jackie Davis,Night Train (Album Version),117.298,6,1,4,-13.613,159.81669
SOZPXLH12A58A7A054,Shawn Colvin,Sunny Came Home,109.154,1,1,1,-12.806,250.69669
SOOCUMC12A81C22FEA,Less Than Jake,Short On Ideas / One Last Cigarette,170.412,0,1,1,-1.977,257.01832
SOVFRDB12AB017FF3A,Mobb Deep,Got It Twisted,103.433,6,0,4,-5.627,224.62649
SOJYPYH12A8C13D69F,Irwin Goodman,Liverpoolin pokia,155.735,10,1,1,-4.398,157.33506
SOHRPJS12AB0180A12,Pedro Aznar,Stand,110.178,0,0,4,-7.683,194.61179
SOEDOYM12AB0189A92,Bill Douglas,Caroline,106.117,3,1,4,-23.771,185.67791
SOYBNLW12A6D4FC930,Marty Robbins,Have Thine Own Way Lord,83.053,11,1,3,-16.399,160.57424
SOIVSQZ12A6D4F68BF,Gang Starr Featuring Jeru The Damaja And Lil Dap,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),95.301,1,1,4,-15.55,244.32281
SOLABTF12A8C13A149,Lenn Hammond,The Door,154.356,1,1,4,-7.622,216.47628
SOUFVZJ12A6D4FA4FE,Cool For August,Don't Wanna Be Here (Album Version),124.22,9,1,4,-5.8,214.7522
SOKSRWI12A8C146997,Monster Magnet,CNN War Theme,146.683,2,1,4,-5.75,217.10322
SOCXRMP12AB018578E,Sugar Minott,Now We Know,163.848,3,0,4,-13.688,193.93261
SOSMWDQ12A6701E981,Nirvana,Heart-Shaped Box,105.826,1,1,4,-6.89,281.65179
SOIGESI12AB0184722,Unison,Girls Make My Hair Loose,116.432,7,0,4,-11.212,216.78975
SOIKYFC12A6D4F9864,Hatiras & Slarta John,Spaced Invader (Ian Pooley Club Mix),128.022,10,0,4,-5.378,383.58159
SOEQJUL12A6701D4CE,Randy Travis,Down At The Old Corral (Album Version),104.799,10,1,4,-11.611,198.76526
SOGQJCQ12AB0188A27,José Augusto;Catia Guimma,Tudo Que Você Quiser,102.399,11,1,4,-5.962,256.15628
SOKXUNU12A8C131CD6,fIREHOSE,Tien An Man Dream Again,177.093,7,1,1,-10.99,78.05342
SORWKHR12A8C141015,Alternative TV,Nasty Little Lonely,105.288,4,1,1,-13.11,305.71057
SOKDRIH12AB0182247,Mike Bloomfield,Tell Me Partner,102.533,9,1,3,-21.361,320.1824
SOODZJJ12A8C142894,Francky Vincent,Ma Garçonniére,111.95,2,1,4,-4.613,207.90812
SOTWIIY12A6D4F8837,The Black Crowes,Nonfiction,163.204,5,0,4,-8.311,256.20853
SOGWCWD12AB017FC95,G-Unit,Money Make The World Go Around,93.988,7,1,4,-5.871,254.09261
SOAPAIN12A8C142D08,Mat Kearney,Never Be Ready,151.936,11,1,4,-6.81,215.74485
SOQIGAT12AB017AD52,Conjunto Clasico,Coquí,83.905,0,1,5,-15.732,245.99465
SORTOKQ12AF72A545B,Julie Roberts,Unlove Me,122.022,1,1,4,-10.002,192.46975
SOJORVL12A8C143582,The Presets,If I Know You,128.976,2,1,4,-7.168,351.32036
SOZPSZK12AB0187881,Lily Holbrook,Smoke Screen,118.268,11,1,1,-9.823,242.83383
SODORVB12AB0181F05,Georges Delerue,Ouverture,141.652,2,0,7,-13.074,113.73669
SONFXQX12AB01872A4,Ronnie Milsap,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),88.947,5,0,3,-6.652,171.25832
SOKANHN12AB01841D0,Irma Thomas,River Is Waiting,103.206,3,1,4,-5.762,240.69179
SOVIJEZ12A58A7F35C,VHS Or Beta,Solid Gold (Evolution Mix) (2005 Digital Remaster),126.984,9,1,4,-6.992,508.02893
SOBNEYA12AB01865D5,T.G. Sheppard,Only One You,96.027,11,0,3,-14.301,196.62322
SOWRIBC12AAF3B2725,O'2L,Little Edith,130.091,5,1,3,-9.344,290.08934
SOPFURM12A67020D2A,The Cardigans,Iron Man,137.342,5,1,4,-10.175,259.76118
SOJOIZR12A8C13E554,Clifton Chenier,Johnny Can't Dance,116.517,7,1,4,-4.231,281.15546
SOFSDJY12AAF3B4381,B.B. King,Please Remember Me,132.115,0,1,1,-10.241,192.88771
SOOWUYK12AB017C5E3,Zen Lemonade,Brazil Mon Amour,134.21,7,1,4,-9.535,493.7922
SOXKMLO12AB017FFDB,R. Kelly & Jay Z,Honey,95.464,6,0,4,-3.38,242.15465
SOSEDLD12A8C13E168,Jan Wayne,Mad World (Money-G. Remix),140.013,9,1,4,-5.085,495.38567
SOAVWUZ12A8C142B45,Jimmy Cliff,Take Your Time feat. Yannick Noah,211.986,0,1,4,-6.874,193.64526
SOWYVJI12AAF3B4873,The Forms,Innizar,78.134,2,1,4,-9.073,208.14322
SOTBVZW12A8C1360F0,Lionel Rogg,Toccata Et Fugue En Ré Mineur BWV 565,92.924,2,0,4,-15.872,499.51302
SOWCQMT12A6D4FC2BD,Connie Francis,Embraceable You (LP Version from 'When The Boys Meet The Girls'),73.183,2,1,5,-15.754,135.47057
SOFLKLL12AC468B353,Larry The Cable Guy,Bass Pro Shop & Wal-Mart,62.018,4,1,1,-12.149,148.37506
SOGQMIF12A8C13C401,The Kirkbys,Penny In My Pocket,129.393,7,1,1,-8.251,154.3571
SOWSZIC12AB0186D86,Arc Angels,Nadine,118.372,9,1,4,-7.183,309.41995
SOLGING12AB0182723,The Clancy Brothers,Marie's Wedding,92.326,1,0,4,-21.511,164.07465
SOJGOAY12A58A79479,Andy Griffith,I Love To Tell The Story  (Love To Tell The Story Album Version),105.129,10,1,4,-15.661,173.7922
SOQRHIO12AC4689255,Eric Demarsan,L'ombre d'une chance,117.311,2,1,3,-13.345,150.17751
SOOJKNX12A8C132425,"Myrick ""Freeze"" Guillory",Queen Ida Introduction,111.542,8,0,1,-23.347,55.50975
SOZGOKA12A6D4FC7B7,Ice-T & Chuck D,Round Two Wrap-Up,109.135,2,0,1,-13.276,26.01751
SOKWVAH12A8C1332B0,Silverchair,Suicidal Dream,97.643,7,1,4,-7.711,191.9473
SOAATRN12A6310E897,U2,New York,125.088,11,0,4,-7.165,343.27465
SORTNEK12A58A7932C,Sweet,Do It All Over Again,150.116,7,1,4,-5.425,265.97832
SOSIMGO12A6D4FB491,Billy Bragg & Wilco,She Came Along To Me (LP Version),119.066,9,1,4,-7.46,207.98649
SODMNRZ12A8C140C7A,Hot Tuna,Extrication Love Song,93.532,2,1,4,-5.807,270.96771
SOWDTGB12A6D4FB2AD,Götterdämmerung,Skincree,137.846,11,1,4,-6.942,250.14812
SOEQBUC12AB0181D21,Mil,Dis moi,199.747,1,1,4,-5.041,200.56771
SOTDNJJ12AAF3B3748,The Twinkle Brothers,Under World Dub,88.355,9,1,3,-11.837,186.8273
SOTOXLZ12A8C1436B7,Tum Tum,Lil Stuntin,87.716,9,1,4,-16.408,206.28853
SOXKDRR12AB0181712,Mr Dubz,Diss Location,87.99,6,1,4,-6.481,293.72036
SODOXQL12AB01843D3,Shakira,Did It Again (featuring Kid Cudi),137.935,0,0,4,-5.243,242.02404
SODJAUI12AB0188C5E,Soda Stereo,Persiana Americana (Live),104.521,4,0,4,-11.947,343.562
SOYMYOU12AB01883E3,Die Bandbreite,Recht auf Lungenkrebs,131.784,7,1,4,-9.839,181.08036
SOOTDLW12AB017DBF3,Pardesi,Pardesi Pind Wich Ageya,98.824,8,0,4,-13.242,254.9024
SODWFBM12A6D4FAF53,Andre Verchuren,Tra-La-La Musette,180.588,0,1,1,-14.252,156.26404
SOCKIPC12A8C13F0C0,Spieluhrmelodien,Zeigt her eure Füße,94.977,2,1,4,-10.823,131.94404
SOCWCPZ12AB018476F,Marco Beltrami,Past Meets Present,188.068,5,1,3,-17.169,170.52689
SOYFSUL12AB0183110,Erik Hassle,Don't Bring Flowers,127.923,7,1,4,-7.564,308.81914
SOGCJUJ12A8C13D4FE,An Cafe,KORITSU HOSPITAL,170.003,7,1,4,-3.545,267.31057
SOEJRAP12A8C13D8FA,Galactic,Squarebiz,91.89,11,0,4,-4.181,205.08689
SOOCFSM12AB018519F,Michael Bloomfield,Narrative #1,106.269,8,0,1,-20.026,35.97016
SONQVMO12A8C134FC7,Soul Embraced,Someday (Immune Album Version),168.193,0,1,4,-8.432,248.81587
SODOZXX12A8C137BCE,Scott Wesley Brown,Somebody's Brother (Somebody's Brother Album Version),124.346,2,1,1,-20.02,191.21587
SOOPNJS12AB0181570,Tiny Tim,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],167.477,5,1,3,-14.23,197.90322
SOQFKBW12A58A7B9EE,At All Cost,Drugs,100.331,3,0,7,-6.465,443.68934
SOWCQMB12A8C141825,Shamen,Scientas,219.826,2,1,3,-14.443,337.71057
SOPKUDA12AB018570C,William Coulter,The Painter And The Magician,177.841,2,1,4,-14.233,253.54404
SOYPREH12A6D4F6EF4,Phil Spector,Spanish Harlem,101.166,0,1,4,-14.669,130.61179
SOESDIQ12AB018ADA5,Charles Williams And His Orchestra,Portrait Of Clare (from 'Portrait Of Clare'),66.907,7,1,1,-24.422,196.75383
SOOUUQC12AF72A56E3,Nick Cave & The Bad Seeds,The Hammer Song (2010 Digital Remaster),99.565,7,1,4,-10.794,255.4771
SOUXSFR12AB018D1A4,Barrabas,Broadway Star,131.729,9,1,4,-13.115,241.3971
SOQCDQE12A6D4F7682,Malcolm McLaren,You Need Hands (1993 Digital Remaster),106.413,8,1,1,-14.338,169.50812
SOYRUNW12AB01856B8,The Brooklyn Tabernacle Choir,All That You Need,115.371,7,1,1,-14.173,257.30567
SONUXHH12A8C141737,Birmingham Jubilee Singers,Hope I'll Join That Band,88.908,8,0,7,-17.242,172.93016
SOEHJSW12A8C135F66,Capleton,Conscience Ah Heng Dem (interlude),170.781,3,0,1,-15.0,29.41342
SOYWHAB12AB0181E73,Steve Erquiaga,Sicilienne,150.784,9,0,3,-28.2,225.33179
SOZIMLB12AF72AD1CD,Avril Lavigne,Innocence,138.364,1,0,1,-4.165,232.202
SOYSHBO12AB018CA41,Mickey And The Students,Gimme Gimme Song,107.433,7,1,3,-7.329,914.02404
SOLOZFC12AB0180428,Chimaira,Severed (demo) (Album Version),69.792,11,0,3,-3.884,179.04281
SOBRBOP12AB018ABA1,Bumblefoot,Abnormal (Acoustic),156.222,0,1,4,-10.491,214.64771
SOBNSFW12A67020E2E,Hem,Redwing,123.997,3,1,4,-10.468,252.86485
SONIOEX12AB017D541,Lara,Nur eine Nacht mit Dir,124.014,1,1,4,-6.255,211.90485
SOARKRH12AB0188703,The Shamen,Heal (The Separation) [H.E.L.P Breakbeat],110.04,5,1,4,-8.069,247.53587
SOXWGVW12A8C134AD8,Jackie Edwards,Worrying Over You,150.302,6,1,4,-13.686,206.05342
SOYTMRC12A6D4F5B58,The Moody Blues,Long Summer Days,91.453,2,1,4,-9.769,194.97751
SOBDXNG12A8C139A47,Frankie Randall,Winter Wonderland,100.0,4,0,4,-18.86,215.77098
SOCCQAW12A6701DB28,Arturo Sandoval,Luna de miel en Guama,138.732,2,1,5,-11.4,238.28853
SORQBLL12AB0184523,Tommy Overstreet,Heart Of Dixie,129.714,11,1,4,-13.569,185.73016
SODCRFM12AB0187CB9,Coven,Coven In Charing Cross,87.136,2,0,4,-13.311,244.50567
SOYLZHL12AC468A32E,Kzss & Atma,Obsidian Sunrise,145.478,5,0,5,-3.352,335.09832
SOETTKO12A8C138FE1,Professor Longhair,Junco Partner,96.874,3,1,4,-14.445,208.45669
SOPKDKM12A8C135765,Stelios Dionisiou,To Sinnefo,99.955,0,1,1,-7.306,233.92608
SONSEVZ12A6D4FAB2E,J.C. Lodge,You Are The One,84.998,8,1,4,-12.471,319.39873
SOKECVO12A6D4F9F14,Hubert Kah,Raketen,110.013,7,0,4,-6.917,249.83465
SODOOHJ12A6D4F4A74,Snow Patrol,Shut Your Eyes,125.057,8,1,4,-7.078,209.162
SOUHKHB12A8C138A58,M,Close To Me,123.81,5,1,5,-7.404,238.41914
SOBJIKU12A8C13ECD6,Piero Umiliani,Apertura in jazz,42.106,5,1,4,-14.206,234.57914
SOPBDZT12AB017AA98,Tabu Ley Rochereau,Maputo,136.248,11,0,4,-12.338,456.61995
SOSYPCS12A8C136D12,Dead Prez,Be Healthy,94.905,2,0,4,-8.328,154.30485
SOKLRFB12A8C141932,Sergio Mendes / Black Eyed Peas,Mas Que Nada,101.059,6,1,4,-6.069,267.20608
SOMTZGM12AB0187CA0,Janice Vidal,Water-Liked,116.043,1,1,7,-10.623,226.7424
SOXJOMM12A6D4F8673,El Gran Silencio,Alma de B-Boy,120.064,0,1,4,-7.705,208.66567
SOJGTKX12AB0188C94,Black Flag,Jealous Again,124.481,4,1,3,-6.419,136.14975
SOSQCCK12AB0186B7C,Les Bantous De La Capitale,À Mon Avis,134.046,7,0,4,-6.451,431.93424
SOQXTRG12A6D4F898E,Sivuca,Energia,224.247,5,0,7,-10.623,238.00118
SOWYXJC12A8C13B81E,Luis Alberto Spinetta,Verde Bosque,105.025,9,0,4,-16.136,355.29098
SOYKTQM12AC468D0F9,Moss,There Alone Go I,107.412,7,1,4,-14.157,274.12853
SORPSAN12A8C1361CE,Blind Boy Fuller,Put You Back In The Jail,180.137,11,1,1,-16.063,160.28689
SOKVDQW12A6D4F8C62,Paula Santoro,The Girl From Ipanema (Garota De Ipanema),129.591,7,1,4,-17.307,192.41751
SOOBNCY12AB0182457,Sunscreem,Secrets,172.172,0,1,4,-8.085,241.89342
SOCPSBZ12A6D4F43ED,Louis Prima And Keely Smith,Autumn Leaves (1999 Digital Remaster),84.496,0,1,5,-14.736,171.4673
SOHASWL12AB018352B,Robert Lockwood_ Jr.,She's Little And She's Low,164.387,4,1,3,-14.188,340.87138
SORJVDO12AF72A1970,Muse,Stockholm Syndrome,128.134,2,0,4,-4.854,296.95955
SORXJPI12A8C13342A,Jeremy Spencer,Maria De Santiago,126.191,4,0,4,-8.748,235.04934
SOEKNBA12A6D4FD71E,Bob Margolin,No Consolation,74.601,9,1,4,-14.755,182.83057
SODGEOZ12A6D4FD9F3,The Gone Jackals,Faith Healer (Digital Single),123.633,7,1,4,-6.427,248.18893
SOGYDBB12A6D4F7D81,The Velvet Underground,I Heard Her Call My Name,144.562,0,1,4,-14.002,276.68853
SOGRUJA12AB01859FF,Kingston Trio,Scotch and Soda,80.167,1,1,1,-21.177,127.16363
SOOSYTN12A8C13F55B,D' Militante,T.V. & Movies,240.314,9,1,1,-15.655,420.49261
SOZAXOL12AB017E467,Michelle & Vickie,Ying Guang Hu Die,94.276,0,1,4,-8.78,279.19628
SOLCRKR12AC96184F8,Pamelo Mounk'a,On ne meurt qu'une fois,112.752,2,1,4,-13.89,528.40444
SOYQKVM12A8C137ED7,Los Fernandos,All My Loving,103.432,4,1,4,-11.516,187.95057
SOQYBYY12AB01823A2,Kool Savas,Therapie,90.148,6,0,4,-3.985,64.62649
SOPPJYP12AB0185DA2,Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill),160.027,2,1,4,-7.717,220.15955
SOKYXSZ12A6D4F6E92,Little Eva,The Loco-Motion,129.781,3,1,1,-6.643,145.162
SOCFQLH12AF72A942D,Simple Minds,Chelsea Girl (Live),103.637,1,1,1,-9.503,308.45342
SOSNQQX12AF729C44C,The Killers,Show You How,82.909,2,1,4,-6.467,166.29506
SOUMJJC12A6701F4B0,New Order,Jetstream - Arthur Baker Remix,122.484,0,1,4,-5.721,421.95546
SORTYID12A8C139D86,Damone,Child Of The Night,154.093,6,0,4,-4.272,217.20771
SOQKKCG12AB017D5C4,Furry Lewis,Old Hobo,146.569,10,0,4,-8.032,234.78812
SOOFFTS12AB018A83C,Chris Farlowe,I Just Need Your Lovin' - Original,160.663,0,1,4,-13.626,192.26077
SOTKYKL12A8AE45B28,Joe Turner,Here Comes Your Iceman (LP Version),88.109,10,1,4,-13.984,233.92608
SOCDRKE12A8C13BF47,Porcupine Tree,Moon Loop (Improvisation),134.075,9,0,4,-11.524,978.442
SOXCKCV12A6D4F8F1F,DeGarmo & Key,He Has Risen (Communication Album Version),82.604,2,1,3,-11.528,171.75465
SOVHLHV12AB018930B,Frank Chacksfield,Heidi,116.716,5,1,4,-16.538,151.19628
SOOEDPH12A6310E02B,David Bowie,Space Oddity (1997 Digital Remaster),137.068,0,1,4,-12.679,313.70404
SOBVPYI12AB018623E,Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version),86.056,8,1,4,-12.088,34.42893
SOVMXIC12A8C13CC28,Klaus Badelt,After The Fire,56.306,7,0,1,-27.369,116.1922
SOFYIQI12A6D4F8D85,Charlotte Gainsbourg,Tel Que Tu Es,119.683,6,1,3,-12.1,189.70077
SOOJFKG12A8C1334E6,Aerosmith,Lord Of The Thighs,108.662,5,1,1,-10.943,425.03791
SOGHCFG12A8C13B254,Agnes,Non Conformist Acclaimed,122.965,6,1,4,-11.338,371.06893
SOOVFAZ12A8C134EEB,The Party Group,El Ventilador,122.91,6,0,4,-21.761,190.04036
SOCWUXY12A58A7F1E8,Enter the Haggis,Skyswimmer,85.399,3,1,4,-10.648,399.882
SOYIZYC12AB01833BF,Mac McAnally,If You Hang Around Long Enough,174.268,0,1,4,-6.601,183.53587
SOSCMUV12A8AE49448,T.O.K.,Hotta,126.682,1,1,3,-5.977,190.71955
SOTALBJ12AB017D609,Leo Gandelman,Bari Bossa,157.95,5,0,4,-13.812,222.98077
SOFUCUZ12A6D4F9EDA,Leon Russell,Jambalaya (On The Bayou),99.435,0,1,4,-14.073,169.35138
SOTTMXT12AF72A1B42,Bill Laswell,The Gary Selchie - Solas,105.218,3,0,4,-19.814,132.67546
SOQVJZI12AB018520D,Francis Lai,La valse du mariage,88.967,7,0,3,-9.853,123.24526
SORZUVX12AB017BDCB,Herbst9_ Z'ev,Awakening of the Soulless,91.695,10,0,3,-14.775,245.02812
SOQMWJG12A6701E1AC,Del Tha Funkee Homosapien,Mistadobalina,99.566,2,1,4,-9.495,257.69751
SOKKXUI12A58A7A79C,Rihanna,Good Girl Gone Bad,128.077,5,0,4,-5.704,208.16934
SOLQLGL12A8C138380,Britney Spears feat. Pharrell Williams,Boys,106.919,6,0,4,-4.947,225.48853
SOFIFUK12A8C1393F8,Britney Spears,Everytime,85.331,0,0,3,-3.738,206.81098
SOCRNKC12A6D4FAE9D,Crazy Horse,Dance_ Dance_ Dance  (Album Version),152.729,9,1,4,-13.771,133.3024
SOGVWMA12A8C1379BA,Headhunter,Signs Of Insanity,133.005,11,1,4,-5.431,277.81179
SOWOAVJ12A6D4F43C6,Sam Butera & The Witnesses,Perdido (1999 Digital Remaster),178.716,8,1,4,-13.778,148.06159
SOZVTQM12CF5F88285,Rise Against,State Of The Union,132.045,10,0,3,-3.619,139.17995
SOTOPUU12A6D4FAA58,Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That,157.582,0,1,4,-17.337,307.04281
SOCHGAQ12AF72A2EF9,Helmet,Your Head,202.829,7,1,4,-11.448,200.75057
SOIQTTM12AC3DFB614,Dine et Déon,Géraldine,110.5,8,1,1,-6.828,113.57995
SOPJBVD12AB018AACC,Martin Denny,Burma Train Change,85.765,6,0,4,-17.114,175.75138
SOBWVKW12AB018E9C9,DJ Nasty,Buy You A Drink,106.659,6,1,4,-4.68,236.56444
SOEKETC12CF5F89191,Santana,With A Little Help From My Friends,79.428,2,0,4,-6.873,246.7522
SONBYZV12A81C1FEBA,Ray Sandoval,A La Naturaleza,124.186,4,1,3,-16.427,377.70404
SOVLNMD12A8C14046C,Amalia Avgoustaki,Dimitroula,120.103,6,0,3,-5.065,182.17751
SOWSUAM12A6D4FDA56,Shaman,For Tomorrow (live),120.25,2,0,3,-4.462,404.06159
SOUFKMA12AF72A3117,K-OS,Clap Ur Handz,104.783,5,1,4,-6.855,80.53506
SOIJPPR12A6D4F3945,Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart),109.051,9,1,4,-15.586,541.23057
SOXNSGB12A8C1396F1,Elva Hsiao,Gotta Let It Go,121.968,11,1,4,-6.01,241.52771
SOGXWRE12AC468BE24,Chris Farlowe,Paint It Black,146.913,7,0,1,-11.027,177.57995
SOMSKPE12A6D4FA09D,Avril,The Matter With You (Part I_ Ii_ Iii),86.589,4,0,4,-10.718,651.59791
SOMUYIL12AB0184EE2,Sticky Fingaz & Omar Epps,Don't Owe Me Nothin',87.897,1,1,4,-9.532,142.86322
SOIMSZI12AB0182252,Delbert McClinton,Lose Your Money,221.858,4,1,4,-10.261,114.31138
SOZECOE12AB017E615,Gloria De Haven,Diamonds Are A Girl's Best Friend,100.296,0,0,4,-14.088,110.88934
SONLKRD12A6D4F7DB0,Rhian Benson,Say How I Feel,117.973,3,1,1,-4.573,207.46404
SORNHUW12A6D4F9006,The Impressions,This Is My Country,103.088,6,1,1,-11.803,168.01914
SOBWBGS12AB01868B0,Bessie Smith,Cold In Hands Blues,79.912,7,0,4,-27.858,192.44363
SOPMKMD12A67020BD9,MC5,Miss X (LP Version),75.706,0,1,4,-8.392,307.722
SORDTXF12AB017C25D,Tommy Torres,Imparable,158.007,11,1,4,-7.123,222.92853
SOJWNDG12AB018235E,Les Malpolis,Les Amours de Nathalie,172.061,7,1,7,-9.76,246.69995
SOZMCOM12A8C13F945,Washboard Sam,Bucket's Got A Hole In It,158.455,9,0,4,-15.571,166.19057
SONFNKK12A8C13BDE6,Shirley Caesar,Angels We Have Heard On High (Album Version),119.711,9,1,4,-8.686,176.37832
SODAAKS12AB018D37F,Tammy Wynette,Welcome To My World (Live),155.05,3,1,1,-11.433,84.16608
SODCXGX12A8AE46866,Fun Lovin' Criminals,We Have All The Time In The World (Live),91.859,9,1,4,-12.767,235.36281
SOFRDJX12A8C130B2F,Los Chunguitos,Por La Calle Abajo,158.479,10,0,4,-8.07,164.12689
SOYYANE12A8C132D08,Céline Dion,Un Garcon Pas Comme Les Autres (Ziggy),80.999,3,1,7,-14.403,179.01669
SOZCATU12A58A7BD8D,OutKast,Happy Valentine's Day,100.026,7,1,4,-4.018,323.10812
SOQEUVL12A8C133AC2,Andy Griffith,Just A Closer Walk With Thee,100.018,2,1,4,-16.334,179.93098
SOBBDPK12AC3DF6CB3,Joe Lynn Turner,Second Hand Life,106.896,3,0,4,-5.912,274.12853
SOTHGTJ12A8C13399D,Warrant,Cherry Pie,177.152,4,0,4,-4.65,201.03791
SOJZHAZ12AB01866C5,IYOV,Hipster Haircut,194.53,11,1,4,-3.909,120.16281
SOVNVPF12A8C13AD4A,Otis Taylor,Round and Round,217.289,4,1,1,-6.028,107.83302
SOIAYAJ12AB0189B8B,Laron aka Swan featuring Alexander East,Up All Night - Remix,84.64,10,0,5,-10.971,544.522
SOQEBML12A8C136AA4,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),109.158,6,1,4,-23.73,55.40526
SOYVTIL12A6D4F6BD4,Righteous Brothers,See That Girl,72.656,0,1,3,-10.288,190.14485
SOZFWDC12A8C13317B,The Clancy Brothers,Water Is Alright In Tay,105.852,0,1,1,-13.289,113.78893
SOHODRU12A81C230CE,Five Fingers of Funk,Genuine,0.0,0,1,0,-8.792,1400.37179
SOAULBO12A58A7A2F8,Michael Whalen,A New Heart,110.1,10,1,4,-15.968,317.70077
SOZUUEA12A6701D4D2,Randy Travis,Wind In The Wire (Album Version),95.655,10,0,4,-14.172,211.40853
SODVRAB12AB018DD17,Tonic,Where Do I Fit,156.028,2,1,4,-4.768,184.68526
SOQRIHX12AB0185FCB,The Grip Weeds,Changed,130.459,10,1,4,-5.853,314.14812
SOQGJZV12A8C144767,Andy & Lucas,Amores Cobardes,147.886,9,1,4,-5.343,234.63138
SOGRIWH12A8C1318AD,Móveis Coloniais de Acaju,Perca peso,173.652,2,1,4,-5.647,320.05179
SOKHRGL12AB018ADAC,John D. Loudermilk,Brown Girl,112.781,5,1,4,-12.239,252.682
SOSXYJQ12A6D4FB699,Glen Campbell And Bobbie Gentry,Mornin' Glory,101.577,7,1,4,-13.881,183.11791
SOKMREL12AB017AC04,Pablo Montero,La Copa Grande,98.063,0,1,4,-8.888,189.57016
SOIAGWA12A8C142CE0,Jay Pérez,Ojitos Dormilones,189.758,8,1,4,-7.787,204.66893
SOAXMZC12A6D4F67A6,Kenny Rogers,The Son Of Hickory Holler's Tramp,174.785,0,1,4,-12.193,188.96934
SOQKBUO12A6D4FB40F,Dave Hollister,Bad When U Broke,166.026,11,0,4,-8.43,209.55383
SOAFFAD12A8C130310,Arturo Sandoval,My Funny Valentine,61.018,0,0,1,-14.818,266.60526
SOONSFT12A8C13E5D0,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),93.021,7,1,4,-3.525,131.81342
SOAHAEF12AB017E6A5,Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,130.016,0,1,4,-6.883,333.21751
SOJDYWJ12A6D4F3E34,Darwin's Waiting Room,Feel So Stupid (Table 9),101.923,6,1,4,-5.173,197.51138
SOFCBVB12A8C143EC8,André Minvielle,Les Chaudrons,125.47,7,1,4,-7.632,295.96689
SONRUXD12A6D4F4A5E,A.Z.,We Can't Win (Explicit),88.064,11,1,4,-12.042,203.10159
SOUVYHS12A8C13AB77,Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",103.929,1,1,3,-20.18,238.10567
SOVSNHP12AB0185417,Hassan Annouri feat. Cassandra Steen,Wahrheit,150.063,7,0,4,-5.106,270.73261
SOKAWBI12AB018277B,Gaiteros de Pillopo,El Barbero,179.665,9,1,1,-8.173,251.08853
SOZBVGC12A8C1341A6,Paul Taylor / Terry Dexter,Long Distance Relationship,135.87,9,1,4,-7.284,270.21016
SOBQWPU12A8C144A5E,Lee Ritenour,Captain Fingers,128.972,5,0,4,-8.424,444.81261
SOCAWJO12A8C13C811,Andreas Dorau,So ist das nun mal,124.988,10,1,4,-8.586,395.17995
